"organization_formal_name","activity_identifier","activity_start_date","activity_start_time_time","activity_start_time_time_zone_code","monitoring_location_identifier","characteristic_name","result_measure_value","result_measure_measure_unit_code","result_status_identifier","result_value_type_name","result_analytical_method_method_identifier","result_analytical_method_method_identifier_context","result_analytical_method_method_name","project","trib_mainstem","river_mile","monitoring_location_name","monitoring_location_type_name","huc_eight_digit_code","drainage_area_measure_measure_value","drainage_area_measure_measure_unit_code","latitude_measure","longitude_measure","source_map_scale_numeric","horizontal_accuracy_measure_measure_value","horizontal_accuracy_measure_measure_unit_code","horizontal_collection_method_name","horizontal_coordinate_reference_system_datum_name","vertical_measure_measure_value","vertical_measure_measure_unit_code","vertical_accuracy_measure_measure_value","vertical_accuracy_measure_measure_unit_code","vertical_collection_method_name","vertical_coordinate_reference_system_datum_name","julian_day","season"
"Kenai Watershed Forum","KENAI_WQX-10000015_04/10/2002_09:10:00",2002-04-10,09:10:00,"AKST","KENAI_WQX-10000015","Magnesium",4.57,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","10.0","KBL_t_10.0","River/Stream",19020302,NA,NA,60.548029,-151.14324,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,100,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000023_2006-04-25_10:45:00",2006-04-25,10:45:00,"AKDT","KENAI_WQX-10000023","Fecal Coliform",13,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,115,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000020_2012/07/31_09:38:00",2012-07-31,09:38:00,"AKDT","KENAI_WQX-10000020","Total suspended solids",5,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_07/22/2003_11:30:00",2003-07-22,11:30:00,"AKDT","KENAI_WQX-10000021","Fecal Coliform",9,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_04/27/2004_12:10:00",2004-04-27,12:10:00,"AKDT","KENAI_WQX-10000021","Zinc",38.2,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000021_2010-07-27_10:22:00",2010-07-27,10:22:00,"AKDT","KENAI_WQX-10000021","Zinc",35.3,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000020_2001-07-24_11:40:00",2001-07-24,11:40:00,"AKDT","KENAI_WQX-10000020","Phosphorus",0.023,"mg/l","Final","Actual","4500-P-E","APHA","4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_2001-07-24_12:03:00",2001-07-24,12:03:00,"AKDT","KENAI_WQX-10000021","Turbidity",13,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_2005-07-26_09:00:00",2005-07-26,09:00:00,"AKDT","KENAI_WQX-10000021","Iron",0.404,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000020_2011-04-26_09:25:00",2011-04-26,09:25:00,"AKDT","KENAI_WQX-10000020","Copper",0.823,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000021_04/26/2005_14:25:00",2005-04-26,14:25:00,"AKDT","KENAI_WQX-10000021","Iron",1.02,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000021_07/18/2000_09:30:00",2000-07-18,09:30:00,"AKDT","KENAI_WQX-10000021","Turbidity",22,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_05/01/2007_12:00:00",2007-05-01,12:00:00,"AKDT","KENAI_WQX-10000021","Chromium",0.486,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,121,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000021_07/16/2002_12:49:00",2002-07-16,12:49:00,"AKDT","KENAI_WQX-10000021","Total suspended solids",4.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_07/17/2007_10:53:00",2007-07-17,10:53:00,"AKDT","KENAI_WQX-10000021","Chromium",0.623,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_2009-07-21_11:30:00",2009-07-21,11:30:00,"AKDT","KENAI_WQX-10000021","Arsenic",1.07,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000424_07/21/2009_09:30:00",2009-07-21,09:30:00,"AKDT","KENAI_WQX-10000424","Zinc",1.11,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","79.5","KBL_t_79.5","River/Stream",19020302,NA,NA,60.489,-149.877,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000424_2010-07-27_7:00:00",2010-07-27,07:00:00,"AKDT","KENAI_WQX-10000424","Iron",0.0604,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","79.5","KBL_t_79.5","River/Stream",19020302,NA,NA,60.489,-149.877,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000030_2009-07-21_08:27:00",2009-07-21,08:27:00,"AKDT","KENAI_WQX-10000030","Copper",0.586,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000030_2011-04-26_08:20:00",2011-04-26,08:20:00,"AKDT","KENAI_WQX-10000030","Chromium",0.588,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000030_2012/07/31_09:28:00",2012-07-31,09:28:00,"AKDT","KENAI_WQX-10000030","Arsenic",0.884,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000030_04/27/2004_09:05:00",2004-04-27,09:05:00,"AKDT","KENAI_WQX-10000030","Inorganic nitrogen (nitrate and nitrite)",0.255,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000030_07/20/2004_09:02:00",2004-07-20,09:02:00,"AKDT","KENAI_WQX-10000030","Zinc",29.1,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000030_07/20/2004_09:02:00",2004-07-20,09:02:00,"AKDT","KENAI_WQX-10000030","Inorganic nitrogen (nitrate and nitrite)",0.161,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000030_04/26/2005_07:40:00",2005-04-26,07:40:00,"AKDT","KENAI_WQX-10000030","Calcium",10.9,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000022_2001-07-24_12:16:00",2001-07-24,12:16:00,"AKDT","KENAI_WQX-10000022","Turbidity",2.1,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_04/22/2008_12:08:00",2008-04-22,12:08:00,"AKST","KENAI_WQX-10000023","Chromium",0.971,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000022_07/18/2000_09:16:00",2000-07-18,09:16:00,"AKDT","KENAI_WQX-10000022","Fecal Coliform",6,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000022_04/11/2001_11:45:00",2001-04-11,11:45:00,"AKDT","KENAI_WQX-10000022","Magnesium",2.9,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_2009-07-21_09:41:00",2009-07-21,09:41:00,"AKDT","KENAI_WQX-10000029","Copper",0.801,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_2009-07-21_09:41:00",2009-07-21,09:41:00,"AKDT","KENAI_WQX-10000029","Turbidity",41,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000031_2009-04-28_10:15:00",2009-04-28,10:15:00,"AKDT","KENAI_WQX-10000031","Copper",0.4,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000031_2006-04-25_13:30:00",2006-04-25,13:30:00,"AKDT","KENAI_WQX-10000031","Total suspended solids",1.5,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,115,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000031_2001-07-24_10:08:00",2001-07-24,10:08:00,"AKDT","KENAI_WQX-10000031","Turbidity",4.1,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000031_04/29/2003_09:09:00",2003-04-29,09:09:00,"AKDT","KENAI_WQX-10000031","pH",7.84,"None","Final","Actual","150.1","USEPA","pH","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_2013/05/07_11:26",2013-05-07,11:26:00,"AKDT","KENAI_WQX-10000029","Iron",1.3,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_04/26/2005_11:30:00",2005-04-26,11:30:00,"AKDT","KENAI_WQX-10000029","Iron",0.941,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000031_05/01/2007_09:50:00",2007-05-01,09:50:00,"AKDT","KENAI_WQX-10000031","Arsenic",0.791,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,121,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/29/2008_10:09:00",2008-07-29,10:09:00,"AKST","KENAI_WQX-10000029","Iron",0.787,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_2011-04-26_10:41:00",2011-04-26,10:41:00,"AKDT","KENAI_WQX-10000029","Turbidity",7.9,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/17/2007_09:56:00",2007-07-17,09:56:00,"AKDT","KENAI_WQX-10000029","Zinc",17.7,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/26/2005_10:18:00",2005-07-26,10:18:00,"AKDT","KENAI_WQX-10000029","Zinc",19.9,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/17/2007_09:56:00",2007-07-17,09:56:00,"AKDT","KENAI_WQX-10000029","Total suspended solids",66,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_2006-04-25_11:17:00",2006-04-25,11:17:00,"AKDT","KENAI_WQX-10000029","Specific conductance",55.9,"uS/cm","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,115,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_04/10/2002_10:00:00",2002-04-10,10:00:00,"AKST","KENAI_WQX-10000029","Phosphorus",0.01,"mg/l","Final","Actual","4500-P-E","APHA","4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,100,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_2009-07-21_09:41:00",2009-07-21,09:41:00,"AKDT","KENAI_WQX-10000029","Chromium",0.816,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/22/2003_09:35:00",2003-07-22,09:35:00,"AKDT","KENAI_WQX-10000029","Magnesium",1.6,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_2006-07-25_09:08:00",2006-07-25,09:08:00,"AKDT","KENAI_WQX-10000029","Arsenic",1.38,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_2001-07-24_09:06:00",2001-07-24,09:06:00,"AKDT","KENAI_WQX-10000029","Fecal Coliform",70,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_2009-07-21_09:41:00",2009-07-21,09:41:00,"AKDT","KENAI_WQX-10000029","Phosphorus",0.15,"mg/l","Final","Actual","4500-P-E","APHA","4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_2013/05/07_11:26",2013-05-07,11:26:00,"AKDT","KENAI_WQX-10000029","Arsenic",1.5,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_04/10/2002_10:00:00",2002-04-10,10:00:00,"AKST","KENAI_WQX-10000029","Magnesium",1.55,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,100,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/16/2002_11:53:00",2002-07-16,11:53:00,"AKDT","KENAI_WQX-10000029","Magnesium",0.77,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/22/2003_09:35:00",2003-07-22,09:35:00,"AKDT","KENAI_WQX-10000029","pH",6.7,"None","Final","Actual","150.1","USEPA","pH","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000031_2010-04-27_09:53:00",2010-04-27,09:53:00,"AKDT","KENAI_WQX-10000031","Magnesium",1.03,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,117,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_2012-05-01_13:25",2012-05-01,13:25:00,"AKDT","KENAI_WQX-10000029","Specific conductance",62.3,"uS/cm","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,122,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_2009-07-21_09:41:00",2009-07-21,09:41:00,"AKDT","KENAI_WQX-10000029","Calcium",4.53,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_04/11/2001_10:40:00",2001-04-11,10:40:00,"AKDT","KENAI_WQX-10000029","Inorganic nitrogen (nitrate and nitrite)",0.22,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000029_2012/07/31_09:28:00",2012-07-31,09:28:00,"AKDT","KENAI_WQX-10000029","Fecal Coliform",25,"cfu/100ml","Final","Actual","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_04/27/2004_12:05:00",2004-04-27,12:05:00,"AKDT","KENAI_WQX-10000029","Total suspended solids",36,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
