OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifie,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_19.0-2021-07-27-Mg,Field Msr/Obs,Water,Surface Water,7/27/2021,9:28:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000020,KBL_t_19.0,NA,,,,60.482318,-151.127053,,,,,Water Bottle,STORET-1058878804,,,Magnesium,"Filtered, field",4330,ug/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_19.0-2021-07-27-Mg/results/1058878804/resdetectqntlmts,Lower Quantitation Limit,50,ug/L,,2025-03-28T15:47:43,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_31.0-2021-07-27-Total Fe,Field Msr/Obs,Water,Surface Water,7/27/2021,10:50:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000025,KBL_m_31.0,NA,,,,60.498284,-150.863121,,,,,Water Bottle,STORET-1058878734,,,Iron,Unfiltered,0.267,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"ALS Environmental, Kelso, Washington",8/23/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_31.0-2021-07-27-Total%20Fe/results/1058878734/resdetectqntlmts,Lower Quantitation Limit,0.021,mg/L,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_22.0-2021-07-27-Fe,Field Msr/Obs,Water,Surface Water,7/27/2021,11:25:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000022,KBL_t_22.0,NA,,,,60.483364,-151.057656,,,,,Water Bottle,STORET-1058878706,,,Iron,"Filtered, field",357,ug/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_22.0-2021-07-27-Fe/results/1058878706/resdetectqntlmts,Lower Quantitation Limit,250,ug/L,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_01.5-2021-07-27-Pb,Field Msr/Obs,Water,Surface Water,7/27/2021,10:30:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000002,KBL_m_01.5,NA,,,,60.54368,-151.22294,,,,,Water Bottle,STORET-1058878762,Not Detected,,Lead,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_01.5-2021-07-27-Pb/results/1058878762/resdetectqntlmts,Lower Quantitation Limit,0.2,ug/L,,2025-03-28T15:47:43,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_19.0-2021-07-27-V,Field Msr/Obs,Water,Surface Water,7/27/2021,9:28:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000020,KBL_t_19.0,NA,,,,60.482318,-151.127053,,,,,Water Bottle,STORET-1058879169,Not Detected,,Vanadium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_19.0-2021-07-27-V/results/1058879169/resdetectqntlmts,Lower Quantitation Limit,20,ug/L,,2025-03-28T15:47:47,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_50.0-2021-07-27-Total Fe,Field Msr/Obs,Water,Surface Water,7/27/2021,8:40:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000030,KBL_m_50.0,NA,,,,60.467517,-150.507789,,,,,Water Bottle,STORET-1058878740,,,Iron,Unfiltered,0.076,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"ALS Environmental, Kelso, Washington",8/23/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_50.0-2021-07-27-Total%20Fe/results/1058878740/resdetectqntlmts,Lower Quantitation Limit,0.021,mg/L,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_22.0-2021-05-11-Cr,Field Msr/Obs,Water,Surface Water,5/11/2021,11:33:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000022,KBL_t_22.0,NA,,,,60.483364,-151.057656,,,,,Water Bottle,STORET-1058878582,Not Detected,,Chromium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_22.0-2021-05-11-Cr/results/1058878582/resdetectqntlmts,Lower Quantitation Limit,5,ug/L,,2025-03-28T15:47:41,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_23.0-2021-07-27-Ni,Field Msr/Obs,Water,Surface Water,7/27/2021,10:43:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000023,KBL_m_23.0,NA,,,,60.480338,-151.030847,,,,,Water Bottle,STORET-1058878884,Not Detected,,Nickel,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_23.0-2021-07-27-Ni/results/1058878884/resdetectqntlmts,Lower Quantitation Limit,2,ug/L,,2025-03-28T15:47:44,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_22.0-2021-07-27-Pb,Field Msr/Obs,Water,Surface Water,7/27/2021,11:25:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000022,KBL_t_22.0,NA,,,,60.483364,-151.057656,,,,,Water Bottle,STORET-1058878782,Not Detected,,Lead,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_22.0-2021-07-27-Pb/results/1058878782/resdetectqntlmts,Lower Quantitation Limit,0.2,ug/L,,2025-03-28T15:47:43,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_21.0-2021-07-27-Mo,Field Msr/Obs,Water,Surface Water,7/27/2021,10:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000021,KBL_m_21.0,NA,,,,60.476634,-151.082099,,,,,Water Bottle,STORET-1058878869,Not Detected,,Molybdenum,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_21.0-2021-07-27-Mo/results/1058878869/resdetectqntlmts,Lower Quantitation Limit,2,ug/L,,2025-03-28T15:47:44,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_36.0-2021-07-27-Total Fe,Field Msr/Obs,Water,Surface Water,7/27/2021,11:30:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000026,KBL_t_36.0,NA,,,,60.53687,-150.754724,,,,,Water Bottle,STORET-1058878736,,,Iron,Unfiltered,0.511,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"ALS Environmental, Kelso, Washington",8/23/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_36.0-2021-07-27-Total%20Fe/results/1058878736/resdetectqntlmts,Lower Quantitation Limit,0.021,mg/L,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_10.0-2021-05-11-Pb,Field Msr/Obs,Water,Surface Water,5/11/2021,10:05:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000015,KBL_t_10.0,NA,,,,60.548029,-151.14324,,,,,Water Bottle,STORET-1058878769,Not Detected,,Lead,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_10.0-2021-05-11-Pb/results/1058878769/resdetectqntlmts,Lower Quantitation Limit,0.2,ug/L,,2025-03-28T15:47:43,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_00.0-2021-07-27-Fe-DUP,Quality Control Field Replicate Msr/Obs,Water,Surface Water,7/27/2021,9:45:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000008,KBL_t_00.0,NA,,,,60.550888,-151.268417,,,,,Water Bottle,STORET-1058878703,,,Iron,"Filtered, field",625,ug/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_00.0-2021-07-27-Fe-DUP/results/1058878703/resdetectqntlmts,Lower Quantitation Limit,250,ug/L,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_06.5-2021-07-27-Cd,Field Msr/Obs,Water,Surface Water,7/27/2021,9:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000005,KBL_m_06.5,NA,,,,60.54081,-151.18278,,,,,Water Bottle,STORET-1058878479,Not Detected,,Cadmium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_06.5-2021-07-27-Cd/results/1058878479/resdetectqntlmts,Lower Quantitation Limit,0.5,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_10.1-2021-07-27-Na,Field Msr/Obs,Water,Surface Water,7/27/2021,10:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000016,KBL_m_10.1,NA,,,,60.539279,-151.142263,,,,,Water Bottle,STORET-1058878964,,,Sodium,"Filtered, field",1420,ug/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_10.1-2021-07-27-Na/results/1058878964/resdetectqntlmts,Lower Quantitation Limit,500,ug/L,,2025-03-28T15:47:45,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_01.5-2021-07-27-Total Fe,Field Msr/Obs,Water,Surface Water,7/27/2021,10:30:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000002,KBL_m_01.5,NA,,,,60.54368,-151.22294,,,,,Water Bottle,STORET-1058878708,,,Iron,Unfiltered,3.24,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"ALS Environmental, Kelso, Washington",8/23/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_01.5-2021-07-27-Total%20Fe/results/1058878708/resdetectqntlmts,Lower Quantitation Limit,0.021,mg/L,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_30.0-2021-05-11-Zn,Field Msr/Obs,Water,Surface Water,5/11/2021,9:06:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000024,KBL_t_30.0,NA,,,,60.489963,-150.860982,,,,,Water Bottle,STORET-1058879207,Not Detected,,Zinc,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_30.0-2021-05-11-Zn/results/1058879207/resdetectqntlmts,Lower Quantitation Limit,10,ug/L,,2025-03-28T15:47:48,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_19.0-2021-07-27-Ag,Field Msr/Obs,Water,Surface Water,7/27/2021,9:28:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000020,KBL_t_19.0,NA,,,,60.482318,-151.127053,,,,,Water Bottle,STORET-1058878954,Not Detected,,Silver,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_19.0-2021-07-27-Ag/results/1058878954/resdetectqntlmts,Lower Quantitation Limit,1,ug/L,,2025-03-28T15:47:45,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_10.0-2021-07-27-Cd,Field Msr/Obs,Water,Surface Water,7/27/2021,9:50:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000015,KBL_t_10.0,NA,,,,60.548029,-151.14324,,,,,Water Bottle,STORET-1058878485,Not Detected,,Cadmium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_10.0-2021-07-27-Cd/results/1058878485/resdetectqntlmts,Lower Quantitation Limit,0.5,ug/L,,2025-03-28T15:47:39,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_36.0-2021-07-27-FC,Field Msr/Obs,Water,Surface Water,7/27/2021,11:30:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000026,KBL_t_36.0,,,,,60.53687,-150.754724,,,,,Water Bottle,STORET-1058878684,,,Fecal Coliform,,1,cfu/100mL,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,,https://www.nemi.gov/methods/method_summary/5587/,"Taurianen Engineering and Testing, Soldotna, Alaska",7/27/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_36.0-2021-07-27-FC/results/1058878684/resdetectqntlmts,Lower Quantitation Limit,1,cfu/100mL,,2025-03-28T15:47:42,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_00.0-2021-07-27-V-DUP,Quality Control Field Replicate Msr/Obs,Water,Surface Water,7/27/2021,9:45:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000008,KBL_t_00.0,NA,,,,60.550888,-151.268417,,,,,Water Bottle,STORET-1058879164,Not Detected,,Vanadium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_00.0-2021-07-27-V-DUP/results/1058879164/resdetectqntlmts,Lower Quantitation Limit,20,ug/L,,2025-03-28T15:47:47,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_00.0-2021-05-11-Cr-DUP,Quality Control Field Replicate Msr/Obs,Water,Surface Water,5/11/2021,10:20:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000008,KBL_t_00.0,NA,,,,60.550888,-151.268417,,,,,Water Bottle,STORET-1058878567,Not Detected,,Chromium,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_00.0-2021-05-11-Cr-DUP/results/1058878567/resdetectqntlmts,Lower Quantitation Limit,5,ug/L,,2025-03-28T15:47:40,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_70.0-2021-05-11-Pb,Field Msr/Obs,Water,Surface Water,5/11/2021,10:25:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000031,KBL_m_70.0,NA,,,,60.481392,-150.11502,,,,,Water Bottle,STORET-1058878760,Present Below Quantification Limit,,Lead,"Filtered, field",0.0763,ug/L,J,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",5/21/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_70.0-2021-05-11-Pb/results/1058878760/resdetectqntlmts,Lower Quantitation Limit,0.2,ug/L,,2025-03-28T15:47:43,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_10.1-2021-07-27-Mg,Field Msr/Obs,Water,Surface Water,7/27/2021,10:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000016,KBL_m_10.1,NA,,,,60.539279,-151.142263,,,,,Water Bottle,STORET-1058878801,,,Magnesium,"Filtered, field",988,ug/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_10.1-2021-07-27-Mg/results/1058878801/resdetectqntlmts,Lower Quantitation Limit,50,ug/L,,2025-03-28T15:47:43,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_06.5-2021-07-27-FC,Field Msr/Obs,Water,Surface Water,7/27/2021,9:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000005,KBL_m_06.5,,,,,60.54081,-151.18278,,,,,Water Bottle,STORET-1058878657,,,Fecal Coliform,,4,cfu/100mL,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,,https://www.nemi.gov/methods/method_summary/5587/,"Taurianen Engineering and Testing, Soldotna, Alaska",7/27/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_06.5-2021-07-27-FC/results/1058878657/resdetectqntlmts,Lower Quantitation Limit,1,cfu/100mL,,2025-03-28T15:47:41,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_19.0-2021-07-27-P,Field Msr/Obs,Water,Surface Water,7/27/2021,9:28:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000020,KBL_t_19.0,NA,,,,60.482318,-151.127053,,,,,Water Bottle,STORET-1058878902,Not Detected,as P,Phosphorus,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_19.0-2021-07-27-P/results/1058878902/resdetectqntlmts,Lower Quantitation Limit,200,ug/L,,2025-03-28T15:47:44,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_t_79.5-2021-07-27-Total Mg,Field Msr/Obs,Water,Surface Water,7/27/2021,9:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000424,KBL_t_79.5,NA,,,,60.489,-149.877,,,,,Water Bottle,STORET-1058878845,,,Magnesium,Unfiltered,1.17,mg/L,=,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"ALS Environmental, Kelso, Washington",8/23/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_t_79.5-2021-07-27-Total%20Mg/results/1058878845/resdetectqntlmts,Lower Quantitation Limit,0.0053,mg/L,,2025-03-28T15:47:44,STORET
KENAI_WQX,Kenai Watershed Forum (Volunteer),KENAI_WQX-KBL_m_21.0-2021-07-27-Pb,Field Msr/Obs,Water,Surface Water,7/27/2021,10:10:00,AKST,,,,,15,cm,,,,,,10000007,Agency Baseline,,KENAI_WQX-10000021,KBL_m_21.0,NA,,,,60.476634,-151.082099,,,,,Water Bottle,STORET-1058878780,Not Detected,,Lead,"Filtered, field",NA,ug/L,U,Deleted,,Actual,Sampled,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"SGS North America, Anchorage, Alaska",8/5/2021,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-KBL_m_21.0-2021-07-27-Pb/results/1058878780/resdetectqntlmts,Lower Quantitation Limit,0.2,ug/L,,2025-03-28T15:47:43,STORET
